,0
686,UDP-N-acetyl-alpha-D-muramoyl-L-alanine
687,UDP-N-acetyl-alpha-D-muramate
688,UDP-N-acetyl-alpha-D-glucosamine-enolpyruvate
689,UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-gamma-D-glutamyl-L-lysine
690,L-lysine
691,(6S)-hydroxyhyoscyamine
692,scopolamine
693,(S)-atropine
694,littorine
695,(R)-3-(phenyl)lactate glucoside
696,tropine
697,tropinone
698,UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-L-glutamate
699,peptidoglycan-wall teichoic acid complex (B. subtilis W23)
700,polyisoprenyl-wall teichoic acid (B. subtilis W23)
701,(2-Glc-Rib-ol)n-Rib-ol-P-Gro-P-ManNAc-GlcNAc-PP-undecaprenol
702,2-O-D-alanyl-1-O-phosphatidylglycerol
703,phosphatidylglycerol
704,n UDP-alpha-D-glucose
705,(Rib-ol-P)n-Rib-ol-P-Gro-P-ManNAc-GlcNAc-PP-undecaprenol
706,n CDP-ribitol
707,Rib-ol-P-Gro-P-ManNAc-GlcNAc-PP-undecaprenol
708,n CMP
709,Gro-P-beta-D-ManNAc-(1->4)-alpha-D-GlcNAc-PP-Und
710,CDP-ribitol
711,D-alanyl-[D-alanyl carrier protein]
712,holo [D-alanyl carrier protein]
713,D-alanyl-[D-alanyl carrier protein][generic membrane]
714,D-ribitol 5-phosphate
715,alpha-D-GlcNAc-PP-Und
716,sn-glycerol 3-phosphate
717,CDP-glycerol
718,beta-D-ManNAc-(1->4)-alpha-D-GlcNAc-PP-Und
719,UDP-N-acetyl-alpha-D-mannosamine
720,[glycine-cleavage complex H protein] N6-[(R)-lipoyl]-L-lysine
721,[glycine-cleavage complex H protein] N6-dihydrolipoyl-L-lysine
722,[glycine-cleavage complex H protein] N6-aminomethyldihydrolipoyl-L-lysine
723,[(Chol-P-GalNAc)-(Chol-P-GalNAc)-(Rib-ol)-P-Glc-AATGal]n-PP-undecaprenol
724,n UDP-N-acetyl-alpha-D-galactosamine
725,n UDP
726,[(Chol-P-GalNAc)-(Chol-P-GalNAc)-(GalNAc-Rib-ol)-P-Glc-AATGal]n-PP-undecaprenol
727,"1,2-diacyl-3-O-(alpha-D-glucopyranosyl)-sn-glycerol"
728,"1,2-diacyl-sn-glycerol"
729,choline
730,phosphocholine
731,CDP-choline
732,[(Chol-P-GalNAc)-(Chol-P-GalNAc)-(D-Ala-Rib-ol)-P-Glc-AATGal]n-PP-undecaprenol
733,n 2-O-D-alanyl-1-O-phosphatidylglycerol
734,Glc-AATGal-PP-undecaprenol
735,"2-acetamido-4-amino-2,4,6-trideoxy-alpha-D-galactosyl-diphospho-ditrans,octacis-undecaprenol"
736,(Rib-ol)-P-Glc-AATGal-PP-undecaprenol
737,GalNAc-(Rib-ol)-P-Glc-AATGal-PP-undecaprenol
738,UDP-N-acetyl-alpha-D-galactosamine
739,GalNAc-GalNAc-(Rib-ol)-P-Glc-AATGal-PP-undecaprenol
740,(Chol-P-GalNAc)-GalNAc-(Rib-ol)-P-Glc-AATGal-PP-undecaprenol
741,(Chol-P-GalNAc)-(Chol-P-GalNAc)-(Rib-ol)-P-Glc-AATGal-PP-undecaprenol
742,n (Chol-P-GalNAc)-(Chol-P-GalNAc)-(Rib-ol)-P-Glc-AATGal-PP-undecaprenol
743,n-1 H+
744,type IV lipoteichoic acid
745,L-threonine
746,"UDP-2-acetamido-4-amino-2,4,6-trideoxy-alpha-D-galactose"
747,"UDP-2-acetamido-2,6-dideoxy-alpha-D-xylo-hex-4-ulose"
748,(R)-3-(indol-3-yl)lactoyl-CoA
749,3-(indol-3-yl)acryloyl-CoA
750,(R)-3-(indol-3-yl)lactate
751,3-(indol-3-yl)acrylate
752,(indol-3-yl)pyruvate
753,3-(1H-indol-3-yl)propanoate
754,"1,2-diacyl-3-O-(beta-D-glucopyranosyl)-sn-glycerol"
755,"1,2-diacyl-3-O-[6-O-(2-O-N-acetyl-alpha-D-glucosamine-sn-glycerol phospho)n-(sn-glycerol phospho)-(beta-D-glucopyranosyl-(1->6)-O-beta-D-glucopyranosyl)]-sn-glycerol"
756,type I lipoteichoic acid
757,"1,2-diacyl-3-O-[6-O-(sn-glycerol phospho)n-(sn-glycerol phospho)-(beta-D-glucopyranosyl-(1->6)-O-beta-D-glucopyranosyl)]-sn-glycerol"
758,"N-acetyl-alpha-D-glucosaminyl-phospho-ditrans,octacis-undecaprenol"
759,"1,2-diacyl-3-O-[6-O-(sn-glycerol phospho)-(beta-D-glucopyranosyl-(1->6)-O-beta-D-glucopyranosyl)]-sn-glycerol"
760,phosphatidylglycerophosphate
761,CDP-diacylglycerol
762,phosphatidate
763,"1,2-diacyl-3-O-[beta-D-glucopyranosyl-(1->6)-O-beta-D-glucopyranosyl]-sn-glycerol"
764,4-methyl-2-oxopentanoate
765,(2S)-2-isopropyl-3-oxosuccinate
766,3-methyl-2-oxobutanoate
767,(2S)-2-isopropylmalate
768,L-leucine
769,"(2R,3S)-3-isopropylmalate"
770,[(2-Glc)-Gro-P]n-Gro-P-ManNAc-GlcNAc-PP-undecaprenol
771,polyisoprenyl-major wall teichoic acid 
772,n CDP-glycerol
773,(Gro-P)n-Gro-P-ManNAc-GlcNAc-PP-undecaprenol
774,peptidoglycan-major wall teichoic acid complex 
775,[(4-D-Ala)-(2-GlcNAc)-Rib-ol-P]n-Gro-P-Gro-P-beta-D-ManNAc-(1->4)-alpha-D-GlcNAc-P-peptidoglycan
776,polyisoprenyl-poly(ribitol phosphate) teichoic acid 
777,[2-(betaGlcNac)-Rib-ol-P]n-[2-(alphaGlcNac)-Rib-ol-P]-Gro-P-Gro-P-ManNAc-GlcNAc-PP-undecaprenol
778,(Rib-ol-P)n-[2-(alphaGlcNac)-Rib-ol-P]-Gro-P-Gro-P-ManNAc-GlcNAc-PP-undecaprenol
779,n UDP-N-acetyl-alpha-D-glucosamine
780,(Rib-ol-P)n-(Rib-ol)-P-Gro-P-Gro-P-ManNAc-GlcNAc-PP-undecaprenol
781,Rib-ol-P-Gro-P-Gro-P-ManNAc-GlcNAc-PP-undecaprenol
782,Gro-P-Gro-P-ManNAc-GlcNAc-PP-undecaprenol
783,polyisoprenyl-minor wall teichoic acid 
784,peptidoglycan-minor wall teichoic acid complex 
785,GalNAc-P-Glc-GalNAc-P-Gro-P-ManNAc-GlcNAc-PP-undecaprenol
786,Glc-GalNAc-P-Glc-GalNAc-P-Gro-P-ManNAc-GlcNAc-PP-undecaprenol
787,Glc-GalNAc-P-Gro-P-ManNAc-GlcNAc-PP-undecaprenol
788,GalNAc-P-Gro-P-ManNAc-GlcNAc-PP-undecaprenol
789,2-[2-O-(alpha-D-mannopyranosyl)-(1->2)-alpha-D-glucopyranosyl]-3-phospho-D-glycerate
790,2-[2-O-(alpha-D-mannopyranosyl)-(1->2)-alpha-D-glucopyranosyl]-D-glycerate
791,2-O-(alpha-D-glucopyranosyl)-D-glycerate
792,GDP-alpha-D-mannose
793,GDP
794,ADP-alpha-D-glucose
795,D-glycerate
796,L-valine
797,2-O-(alpha-D-glucopyranosyl)-3-phospho-D-glycerate
798,hydroxypyruvate
799,glycolate
800,2-phosphoglycolate
801,"alpha,alpha-trehalose"
802,nucleoside diphosphate
803,NDP-alpha-D-glucose
804,alpha-D-glucose 6-phosphate
805,GDP-alpha-D-glucose
806,"alpha,alpha-trehalose 6-phosphate"
807,maltooligosyl-trehalose
808,"(1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate"
809,indole
810,N-(5-phosphoribosyl)-anthranilate
811,1-(2-carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate
812,alpha-maltose
813,2-iminobutanoate
814,(2Z)-2-aminobut-2-enoate
815,"(R)-2,3-dihydroxy-3-methylpentanoate"
816,(S)-2-aceto-2-hydroxybutanoate
817,L-isoleucine
818,(3S)-3-methyl-2-oxopentanoate
819,methyloxaloacetate
820,"(2S, 3S)-3-methylaspartate"
821,"(2R,3S)-3-methylmalate"
822,citraconate
823,(R)-citramalate
824,dimethyl(3-oxopropyl)sulfanium
825,dimethylsulfoniopropanoate
826,2-methylbutanoate
827,(2S)-2-methylbutanoyl-CoA
828,daidzein
829,"(2R,3S)-2,4',7-trihydroxyisoflavanone"
830,(2R)-2-hydroxy-4-(methylsulfanyl)butanoate
831,(2R)-4-(dimethylsulfaniumyl)-2-hydroxybutanoate
832,(3-aminopropyl)dimethylsulfanium
833,(3R)-3-methyl-D-ornithine
834,N6-[(3R)-3-methyl-D-ornithinyl]-L-lysine
835,2-O-(alpha-D-mannosyl)-D-glycerate
836,L-asparagine
837,2-O-(alpha-D-mannosyl)-3-phospho-D-glycerate
838,acyl-CoA
839,(2R)-2-alkyl-3-oxoalkanoate
840,"(2R,3S)-2-alkyl-3-hydroxyalkanoate"
841,cis-3-alkyl-4-alkyloxetan-2-one
842,cis-alkene
843,ammonia
844,L-asparaginyl-[tRNAAsn]
845,4-phosphooxy-L-aspartyl-[tRNAAsn]
846,L-aspartyl-[tRNAAsn]
847,"(2E,11Z)-icosa-2,11-dienoyl-CoA"
848,(11Z)-icosenoyl-CoA
849,3R-hydroxy-(11Z)-eicos-11-enoyl-CoA
850,(11Z)-3-oxoicosa-11-enoyl-CoA
851,oleoyl-CoA
852,(13Z)-docosenoyl-CoA
853,"(2E,13Z)-docos-2,13-dienoyl-CoA"
854,"(3R,13Z)-3-hydroxydocos-13-enoyl-CoA"
855,(13Z)-3-oxodocos-13-enoyl-CoA
856,(15Z)-3-oxotetracos-15-enoyl-CoA
857,"(3R,15Z)-3-hydroxytetracos-15-enoyl-CoA"
858,"(2E,15Z)-tetracos-2,15-dienoyl-CoA"
859,(15Z)-tetracosenoyl-CoA
860,(9Z)-tricosene
861,(15Z)-tetracos-15-enal
862,terminal olefin
863,acyl-[acyl-carrier protein]
864,acyl-carrier protein
865,long-chain fatty acid
866,GTP
867,sucrose 6F-phosphate
868,sucrose
869,all-trans neurosporene
870,SHG-glucosyln+1
871,SHG-glucosyln
872,"(2R)-2,3-dihydroxy-3-methylbutanoate"
873,L-histidine
874,3-(imidazol-5-yl)pyruvate
875,3-(imidazol-5-yl)lactate
876,1-(5-phospho-beta-D-ribosyl)-ATP
877,1-(5-phospho-beta-D-ribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide
878,1-(5-phospho-beta-D-ribosyl)-AMP
879,phosphoribulosylformimino-AICAR-phosphate
880,D-erythro-1-(imidazol-4-yl)-glycerol 3-phosphate
881,3-(imidazol-4-yl)-2-oxopropyl phosphate
882,L-histidinol phosphate
883,histidinol
884,histidinal
885,L-2-aminoadipyl-[LYS2 L-2-aminoadipyl-carrier-protein]
886,(S)-2-amino-6-oxohexanoate
887,holo-[LYS2 L-2-aminoadipyl-carrier-protein]
888,L-2-aminoadipate
889,2-oxoadipate
890,"(1R,2S)-homoisocitrate"
891,cis-homoaconitate
892,L-saccharopine
893,(2R)-homocitrate
894,saturated archaetidylinositol phosphate
895,saturated archaetidylinositol
896,1D-myo-inositol 3-monophosphate
897,"[amino-group carrier protein]-C-terminal-[N-(1,4-dicarboxybutyl)-L-glutamine]"
898,[amino-group carrier protein]-C-terminal-{N-[1-carboxy-5-oxo-5-(phosphooxy)pentyl]-L-glutamine}
899,[amino-group carrier protein]-C-terminal-[N-(1-carboxy-5-oxopentyl)-L-glutamine]
900,[amino-group carrier protein]-C-terminal-[gamma-(L-lysyl)-L-glutamate]
901,"(2S,4S)-4-hydroxy-2,3,4,5-tetrahydrodipicolinate"
902,"(S)-2,3,4,5-tetrahydrodipicolinate"
903,N-succinyl-2-amino-6-ketopimelate
904,"N-succinyl-L,L-2,6-diaminopimelate"
905,"L,L-diaminopimelate"
906,L-alpha-amino-epsilon-keto-pimelate
907,isolithocholate
908,3-dehydrolithocholate
909,lithocholate
910,3-dehydrodeoxycholate
911,isodeoxycholate
912,deoxycholate
913,"N-acetyl-L,L-2,6-diaminopimelate"
914,L-2-acetamido-6-oxoheptanedioate
915,salicylate 2-O-beta-D-glucoside
916,"2,5-dihydroxybenzoate 2-O-beta-D-glucoside"
917,"4alpha-methyl ergosta-8,14,25(27)-trienol"
918,"4alpha-methyl ergosta-8,25(27)-dienol"
919,"4alpha, 14alpha-dimethyl ergosta-8,25(27)-dienol"
920,ferricytochrome b5
921,ferrocytochrome b5
922,"4alpha-carboxy-ergosta-8,25(27)-dienol"
923,"ergosta-8,25(27)-dienol"
924,4beta-carboxycyclolaudenol
925,"ergosta-5,7-dienol"
926,ergosterol
927,fungisterol
928,"ergosta-7,25(27)-dienol"
929,cyclolaudenol
930,cycloartenol
931,2-iminopropanoate
932,2-aminoprop-2-enoate
933,episterol
934,"ergosta-5,7,24(28)-trien-3beta-ol"
935,"ergosta-5,7,22,24(28)-tetraen-3beta-ol"
936,fecosterol
937,zymosterol
938,O-succinyl-L-homoserine
939,Coalpha-[alpha-(5-hydroxybenzimidazolyl)]-cob(I)amide-[MtrA protein]
940,Coalpha-[alpha-(5-hydroxybenzimidazolyl)]-Cobeta-methylcob(III)amide-[MtrA protein]
941,reduced c-type cytochrome
942,nitric oxide
943,oxidized c-type cytochrome
944,hydroxylamine
945,nitrous oxide
946,N2
947,nitrite
948,protoheme
949,Fe3+
950,tripyrrole
951,hematinate
952,anaerobilin
953,delta-anaerubin
954,beta-anaerubin
955,Fe2+
956,oxidized flavodoxin
957,5'-deoxyadenosine
958,reduced flavodoxin
959,bis(beta-glucosyluronate)bilirubin-IX alpha
960,C12-beta-glucuronosyl-bilirubin-IX alpha
961,C8-beta-glucuronosyl-bilirubin-IX alpha
962,"(Z,Z)-bilirubin-IX alpha"
963,"(Z,Z)-biliverdin-IX alpha"
964,mycobilin a
965,mycobilin b
966,carlactone carboxylate
967,(+)-5-deoxystrigol
968,carlactone
969,"(2E,4E,6E)-7-hydroxy-4-methylhepta-2,4,6-trienal"
970,9-cis-10'-apo-beta-carotenal
971,9-cis-beta-carotene
972,beta-ionone
973,biliverdin-IX beta
974,biliverdin-IX delta
975,brassinolide
976,castasterone
977,6alpha-hydroxy-6-deoxocastasterone
978,6-deoxocastasterone
979,6-deoxotyphasterol
980,3-dehydro-6-deoxoteasterone
981,(22S)-22-hydroxy-5alpha-campestan-3-one
982,6-deoxoteasterone
983,"(22R,23R)-22,23-dihydroxy-campest-4-en-3-one"
984,3-epi-6-deoxocathasterone
985,(22S)-22-hydroxy-campest-4-en-3-one
986,6-deoxocathasterone
987,campestanol
988,(5alpha)-campestan-3-one
989,campest-4-en-3-one
990,campest-4-en-3beta-ol
991,campesterol
992,(22S)-22-hydroxycampesterol
993,beta-staphylobilin
994,formaldehyde
995,delta-staphylobilin
996,3-dehydro-6-hydroxyteasterone
997,3-dehydroteasterone
998,teasterone
999,6-hydroxyteasterone
1000,typhasterol
1001,6-hydroxytyphasterol
1002,cathasterone
1003,6-oxocampestanol
1004,(6alpha)-hydroxycampestanol
1005,epoxypheophorbide a
1006,pheophorbide a
1007,red chlorophyll catabolite
1008,primary fluorescent chlorophyll catabolite
1009,pheophytin a
1010,phytol
1011,Mg2+
1012,chlorophyll a
1013,"[phospholipid]-9,10-methyleneoctadecanoate"
1014,[phospholipid]-sterculate
1015,[phospholipid]-oleate
1016,pyropheophorbide a
1017,chlorophyllide a
1018,[phospholipid] fatty acid containing cyclopropane
1019,[phospholipid] cis-olefinic fatty acid
1020,carbamate
1021,N-carbamoyl-2-oxoglycine
1022,oxamate
1023,1-acyl-2-oleoyl-sn-glycero-3-phosphocholine
1024,"1-acyl,2-oleoyl-sn-glycerol"
1025,1-acyl-2-ricinoleoyl-sn-glycero-3-phosphocholine
1026,ricinoleoyl-CoA
1027,1-acyl-2-lyso-sn-glycero-3-phosphocholine
1028,atrazine
1029,deethylatrazine
1030,acetone
1031,deethylsimazine
1032,oleate
1033,"9,10-epoxystearate"
1034,alpha-linolenate
1035,"(12Z,15Z)-9,10-epoxyoctadeca-12,15-dienoate"
1036,"(9Z,15Z)-12,13-epoxy-octadeca-9,15-dienoate"
1037,"(9Z,12Z)-15,16-epoxyoctadeca-9,12-dienoate"
1038,"15,16-DiHODE"
1039,"9,10-DiHODE"
1040,"12,13-DiHODE"
1041,[glycerolipid]-linoleate
1042,[glycerolipid]-vernolate
1043,"9,10-12,13-diepoxyoctadecanoate"
1044,vernolate
1045,"12,13-DiHOME"
1046,"(9Z)-12,13,17-trihydroxyoctadeca-9-enoate"
1047,cyanuric acid
1048,isopropylamine
1049,N-isopropylammelide
1050,hydroxyatrazine
1051,ethylamine
1052,chloride
1053,"5alpha-cholesta-7,24-dien-3beta-ol"
1054,7-dehydrodesmosterol
1055,cholesterol
1056,desmosterol
1057,[glycerolipid]-(11Z)-eicosenoate
1058,glycerolipid
1059,[glycerolipid]-auricolate
1060,auricoloyl-CoA
1061,"(2E,11Z,17Z)-14R-hydroxy-icosa-11,17-trienoyl-CoA"
1062,(3R)-hydroxy-auricoloyl-CoA
1063,3-oxoauricoloyl-CoA
1064,densipoloyl-CoA
1065,[glycerolipid]-lesquerolate
1066,lesqueroloyl-CoA
1067,[glycerolipid]-ricinoleate
1068,[glycerolipid]-densipolate
1069,[glycerolipid]-oleate
1070,N-ethylammelide
1071,(S)-beta-bisabolene
1072,"(2E,6E)-farnesyl diphosphate"
1073,(E) gamma-bisabolene
1074,(E)-alpha-bisabolene
1075,geranyl diphosphate
1076,3-methylbut-3-en-1-yl diphosphate
1077,prenyl diphosphate
1078,2-cis-abscisate
1079,beta-D-glucopyranosyl abscisate
1080,8'-hydroxyabscisate
1081,phaseic acid
1082,4-aminobutanoate
1083,9'-hydroxyabscisate
1084,neophaseate
1085,diphthine methyl ester-[translation elongation factor 2]
1086,2-[(3S)-3-amino-3-carboxypropyl]-L-histidine-[translation elongation factor 2]
1087,diphthine-[translation elongation factor 2]
1088,L-histidine-[translation elongation factor 2]
1089,diphthamide-[translation elongation factor 2]
1090,beta-alanine
1091,3-ureidopropanoate
1092,"5,6-dihydrouracil"
1093,3-aminopropanal
1094,sapienoyl-[acp]
1095,palmitoyl-[acp]
1096,spermine
1097,[glycerolipid]-(E)-11-methyl-12-octadec-12-enoate
1098,[glycerolipid]-vaccenate
1099,"[glycerolipid]-10,13-epoxy-11-methyl-octadecadienoate"
1100,(5Z)-icosenoyl-CoA
1101,arachidoyl-CoA
1102,"(2E,11Z)-octadeca-2,11-dienoyl-[acp]"
1103,cis-vaccenoyl-[acp]
1104,(11Z)-3-oxooctadec-11-enoyl-[acp]
1105,palmitoleoyl-[acp]
1106,malonyl-[acp]
1107,cis-vaccenate
1108,N5-acetyl-L-ornithine
1109,Und-PP-{beta-D-GlcNAc-(1->4)-Mur2Ac-L-Ala-gamma-D-iGln-[N6-(Gly5)]-L-Lys-D-Ala-D-Ala}(n+1)
1110,Und-PP-{beta-D-GlcNAc-(1->4)-Mur2Ac-L-Ala-gamma-D-iGln-[N6-(Gly5)]-L-Lys-D-Ala-D-Ala}n
1111,Und-PP-beta-D-GlcNAc-(1->4)-MurNAc-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala
1112,peptidoglycan dimer 
1113,"peptidoglycan with D,D cross-link "
1114,Und-PP-Mur2Ac-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala
1115,"(2E,11Z)-icosa-2,11-dienoyl-[acp]"
1116,gondoyl-[acp]
1117,"(3R,11Z)-3-hydroxy-icos-11-enoyl-[acp]"
1118,(11Z)-3-oxo-icos-11-enoyl-[acp]
1119,oleoyl-[acp]
1120,petroselinoyl-[acp]
1121,petroselinate
1122,(4Z)-hexadec-4-enoyl-[acp]
1123,(6Z)-3-oxooctadec-6-enoyl-[acp]
1124,10-methylideneoctadecanoate
1125,10-methylstearate
1126,12-methyltridecanoate
1127,12-methyltridecanoyl-[acp]
1128,14-methylpentadecanoate
1129,14-methylpentadecanoyl-[acp]
1130,(2E)-14-methylpentadec-2-enoyl-[acp]
1131,(3R)-3-hydroxy-14-methylpentadecanoyl-[acp]
1132,14-methyl-3-oxopentadecanoyl-[acp]
1133,(2E)-12-methyltridec-2-enoyl-[acp]
1134,(3R)-3-hydroxy-12-methyltridecanoyl-[acp]
1135,12-methyl-3-oxotridecanoyl-[acp]
1136,10-methylundecanoyl-[acp]
1137,(2E)-10-methylundec-2-enoyl-[acp]
1138,(3R)-3-hydroxy-10-methylundecanoyl-[acp]
1139,1o-methyl-3-oxoundecanoyl-[acp]
1140,8-methylnonanoyl-[acyl-carrier protein]
1141,(2E)-8-methylnon-2-enoyl-[acp]
1142,(3R)-3-hydroxy-8-methylnonanoyl-[acp]
1143,8-methyl-3-oxononanoyl-[acp]
1144,6-methylheptanoyl-[acp]
1145,(2E)-6-methylhept-2-enoyl-[acp]
1146,(3R)-3-hydroxy-6-methylheptanoyl-[acp]
1147,6-methyl-3-oxoheptanoyl-[acp]
1148,5-methylhexanoyl-[acp]
1149,(2E)-4-methylpent-2-enoyl-[acp]
1150,(3R)-3-hydroxy-4-methylpentanoyl-[acp]
1151,4-methyl-3-oxopentanoyl-[acp]
1152,isobutanoyl-CoA
1153,13-methyltetradecanoyl-[acp]
1154,13-methyltetradecanoate
1155,15-methylhexadecanoyl-[acp]
1156,15-methylhexadecanoate
1157,(2E)-15-methylhexadec-2-enoyl-[acp]
1158,(3R)-3-hydroxy-15-methylhexadecanoyl-[acp]
1159,15-methyl-3-oxohexadecanoyl-[acp]
1160,(2E)-13-methyltetradec-2-enoyl-[acp]
1161,(3R)-3-hydroxy-13-methyltetradecanoyl-[acp]
1162,13-methyl-3-oxotetradecanoyl-[acp]
1163,11-methyldodecanoyl-[acp]
1164,(2E)-11-methyldodec-2-enoyl-[acp]
1165,(3R)-3-hydroxy-11-methyldodecanoyl-[acp]
1166,11-methyl-3-oxododecanoyl-[acp]
1167,9-methyldecanoyl-[acyl-carrier protein]
1168,(2E)-9-methyldec-2-enoyl-[acp]
1169,(3R)-3-hydroxy-9-methyldecanoyl-[acp]
1170,9-methyl-3-oxodecanoyl-[acp]
1171,7-methyloctanoyl-[acp]
1172,(2E)-7-methyloct-2-enoyl-[acp]
1173,(3R)-3-hydroxy-7-methyloctanoyl-[acp]
1174,7-methyl-3-oxooctanoyl-[acp]
1175,(2E)-5-methylhex-2-enoyl-[acp]
1176,(3R)-3-hydroxy-5-methylhexanoyl-[acp]
1177,5-methyl-3-oxohexanoyl-[acp]
1178,3-methylbutanoyl-CoA
1179,D-threo-isocitrate
1180,citrate
1181,cis-aconitate
1182,(12S)-12-methyltetradecanoyl-[acp]
1183,(12S)-12-methyltetradecanoate
1184,(14S)-14-methylhexadecanoyl-[acp]
1185,"(2E,14S)-14-methylhexadec-2-enoyl-[acp]"
1186,"(2E,12S)-12-methyltetradec-2-enoyl-[acp]"
1187,"(2E,10S)-10-methyldodec-2-enoyl-[acp]"
1188,(10S)-10-methyldodecanoyl-[acp]
1189,"(2E,8S)-8-methyldec-2-enoyl-[acp]"
1190,(8S)-8-methyldecanoyl-[acyl-carrier protein]
1191,"(2E,6S)-6-methyloct-2-enoyl-[acp]"
1192,(6S)-6-methyloctanoyl-[acp]
1193,(4S)-4-methylhexanoyl-[acp]
1194,"(2E,4S)-4-methylhex-2-enoyl-[acp]"
1195,(14S)-14-methylhexadecanoate
1196,"(3R,14S)-3-hydroxy-14-methylhexadecanoyl-[acp]"
1197,(14S)-14-methyl-3-oxohexadecanoyl-[acp]
1198,"(3R,12S)-3-hydroxy-12-methyltetradecanoyl-[acp]"
1199,(12S)-12-methyl-3-oxotetradecanoyl-[acp]
1200,"(3R,10S)-3-hydroxy-10-methyldodecanoyl-[acp]"
1201,(10S)-10-methyl-3-oxododecanoyl-[acp]
1202,"(3R,8S)-3-hydroxy-8-methyldecanoyl-[acp]"
1203,(8S)-8-methyl-3-oxodecanoyl-[acp]
1204,"(3R,6S)-3-hydroxy-6-methyloctanoyl-[acp]"
1205,(6S)-6-methyl-3-oxooctanoyl-[acp]
1206,"(4S,3R)-3-hydroxy-4-methylhexanoyl-[acp]"
1207,(4S)-4-methyl-3-oxohhexanoyl-[acp]
1208,acetoacetyl-[acp domain within a fatty acid synthase]
1209,acetyl-[acp domain within a fatty acid synthase]
1210,holo-[acyl carrier protein] domain within a fatty acid synthase
1211,oxalosuccinate
1212,(3S)-citryl-CoA
1213,acetoacetyl-[acp]
1214,4-sulfobenzoate
1215,protocatechuate
1216,4-sulfobenzaldehyde
1217,4-sulfobenzyl alcohol
1218,4-toluenesulfonate
1219,acetyl-[acp]
1220,4-methylcatechol
1221,palmitate
1222,palmitoyl-CoA
1223,stearoyl-CoA
1224,stearate
1225,3-oxooctadecanoyl-CoA
1226,(3R)-3-hydroxyoctadecanoyl-[acp domain within a fatty acid synthase]
1227,(2E)-octadec-2-enoyl-[acp domain within a fatty acid synthase]
1228,3-oxooctadecanoyl-[acp domain within a fatty acid synthase]
1229,stearoyl-[acp domain within a fatty acid synthase]
1230,palmitoyl-[acp domain within a fatty acid synthase]
1231,[acyl carrier protein] domain within a fatty acid synthase
1232,2-nitrotoluene
1233,3-methylcatechol
1234,"(2Z)-2-hydroxypenta-2,4-dienoate"
1235,"(2Z,4E)-2-hydroxy-6-oxohepta-2,4-dienoate"
1236,(2E)-octadec-2-enoyl-[acp]
1237,stearoyl-[acp]
1238,(3R)-3-hydroxyoctadecanoyl-[acp]
1239,dodecanoyl-[acp domain within a fatty acid synthase]
1240,lauroyl-CoA
1241,(2E)-hexadec-2-enoyl-[acp domain within a fatty acid synthase]
1242,(3R)-3-hydroxyhexadecanoyl-[acp domain within a fatty acid synthase]
1243,3-oxohexadecanoyl-[acp domain within a fatty acid synthase]
1244,myristoyl-[acp domain within a fatty acid synthase]
1245,(2E)-tetradec-2-enoyl-[acp domain within a fatty acid synthase]
1246,(3R)-3-hydroxytetradecanoyl-[acp domain within a fatty acid synthase]
1247,3-oxotetradecanoyl-[acp domain within a fatty acid synthase]
1248,laurate
1249,(2E)-dodec-2-enoyl-[acp domain within a fatty acid synthase]
1250,(3R)-3-hydroxydodecanoyl-[acp domain within a fatty acid synthase]
1251,3-oxododecanoyl-[acp domain within a fatty acid synthase]
1252,decanoyl-[acp domain within a fatty acid synthase]
1253,(2E)-dec-2-enoyl-[acp domain within a fatty acid synthase]
1254,(3R)-3-hydroxydecanoyl-[acp domain within a fatty acid synthase]
1255,3-oxodecanoyl-[acp domain within a fatty acid synthase]
1256,octanoyl-[acp domain within a fatty acid synthase]
1257,(2E)-oct-2-enoyl-[acp domain within a fatty acid synthase]
1258,(3R)-3-hydroxyoctanoyl-[acp domain within a fatty acid synthase]
1259,3-oxooctanoyl-[acp domain within a fatty acid synthase]
1260,hexanoyl-[acp domain within a fatty acid synthase]
1261,(2E)-hex-2-enoyl-[acp domain within a fatty acid synthase]
1262,(3R)-3-hydroxyhexanoyl-[acp domain within a fatty acid synthase]
1263,3-oxohexanoyl-[acp domain within a fatty acid synthase]
1264,butanoyl-[acp domain within a fatty acid synthase]
1265,(2E)-but-2-enoyl-[acp domain within a fatty acid synthase]
1266,(3R)-3-hydroxybutanoyl-[acp domain within a fatty acid synthase]
1267,O-[5-(hydroxynitroso)-3-(oxidonitroso)-2-oxocyclohexylidenenitroso]oxidanidolate
1268,O-[5-nitro-3-(oxidonitroso)-2-oxocyclohexylidenenitroso]oxidanidolate
1269,O-[3-nitro-5-(oxidonitroso)-4-oxocyclohex-2-en-1-ylidenenitroso]oxidanidolate
1270,"4,6-dinitrohexanoate"
1271,"2,4-dinitrocyclohexan-1-one"
1272,O-[5-(oxidonitroso)-4-oxocyclohex-2-en-1-ylidenenitroso]oxidanidolate
1273,"2,4,6-trinitrophenol"
1274,"2,4-dinitrophenol"
1275,(3R)-3-hydroxydecanoyl-[acp]
1276,(2E)-dec-2-enoyl-[acp]
